Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Symptom_5,Symptom_6
jaundice,itching,vomiting,fatigue,weight_loss,high_fever,yellowish_skin
malaria,chills,vomiting,high_fever,sweating,headache,nausea
malaria,chills,vomiting,high_fever,sweating,headache,nausea
malaria,chills,vomiting,high_fever,sweating,headache,nausea
malaria,vomiting,high_fever,sweating,headache,nausea,diarrhoea
malaria,chills,high_fever,sweating,headache,nausea,diarrhoea
malaria,chills,vomiting,sweating,headache,nausea,diarrhoea
malaria,chills,vomiting,high_fever,headache,nausea,diarrhoea
malaria,chills,vomiting,high_fever,sweating,nausea,diarrhoea
malaria,chills,vomiting,high_fever,sweating,headache,diarrhoea
malaria,chills,vomiting,high_fever,sweating,headache,nausea
chicken_pox,itching,skin_rash,fatigue,lethargy,high_fever,headache
chicken_pox,skin_rash,fatigue,lethargy,high_fever,headache,loss_of_appetite
chicken_pox,itching,fatigue,lethargy,high_fever,headache,loss_of_appetite
chicken_pox,itching,skin_rash,lethargy,high_fever,headache,loss_of_appetite
chicken_pox,itching,skin_rash,fatigue,high_fever,headache,loss_of_appetite
chicken_pox,itching,skin_rash,fatigue,lethargy,headache,loss_of_appetite
chicken_pox,itching,skin_rash,fatigue,lethargy,high_fever,loss_of_appetite
chicken_pox,itching,skin_rash,fatigue,lethargy,high_fever,headache
chicken_pox,itching,skin_rash,fatigue,lethargy,high_fever,headache
chicken_pox,itching,skin_rash,fatigue,lethargy,high_fever,headache
dengue,skin_rash,chills,joint_pain,vomiting,fatigue,high_fever
dengue,skin_rash,chills,joint_pain,vomiting,fatigue,high_fever
dengue,skin_rash,chills,joint_pain,vomiting,fatigue,high_fever
dengue,skin_rash,chills,joint_pain,vomiting,fatigue,high_fever
dengue,chills,joint_pain,vomiting,fatigue,high_fever,headache
dengue,skin_rash,joint_pain,vomiting,fatigue,high_fever,headache
dengue,skin_rash,chills,vomiting,fatigue,high_fever,headache
dengue,skin_rash,chills,joint_pain,fatigue,high_fever,headache
dengue,skin_rash,chills,joint_pain,vomiting,high_fever,headache
dengue,skin_rash,chills,joint_pain,vomiting,fatigue,headache
typhoid,chills,vomiting,fatigue,high_fever,nausea,constipation
typhoid,chills,vomiting,fatigue,high_fever,headache,constipation
typhoid,chills,vomiting,fatigue,high_fever,headache,nausea
typhoid,chills,vomiting,fatigue,high_fever,headache,nausea
typhoid,chills,vomiting,fatigue,high_fever,headache,nausea
typhoid,chills,vomiting,fatigue,high_fever,headache,nausea
typhoid,chills,vomiting,fatigue,high_fever,headache,nausea
typhoid,chills,vomiting,fatigue,high_fever,headache,nausea
typhoid,chills,vomiting,fatigue,high_fever,headache,nausea
typhoid,chills,fatigue,high_fever,headache,nausea,constipation
hepatitis_a,joint_pain,vomiting,yellowish_skin,dark_urine,nausea,loss_of_appetite
hepatitis_a,joint_pain,vomiting,yellowish_skin,dark_urine,nausea,loss_of_appetite
hepatitis_a,vomiting,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain
hepatitis_a,joint_pain,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain
hepatitis_a,joint_pain,vomiting,dark_urine,nausea,loss_of_appetite,abdominal_pain
hepatitis_a,joint_pain,vomiting,yellowish_skin,nausea,loss_of_appetite,abdominal_pain
hepatitis_a,joint_pain,vomiting,yellowish_skin,dark_urine,loss_of_appetite,abdominal_pain
hepatitis_a,joint_pain,vomiting,yellowish_skin,dark_urine,nausea,abdominal_pain
hepatitis_a,joint_pain,vomiting,yellowish_skin,dark_urine,nausea,loss_of_appetite
hepatitis_a,joint_pain,vomiting,yellowish_skin,dark_urine,nausea,loss_of_appetite
hepatitis_b,itching,fatigue,lethargy,yellowish_skin,dark_urine,loss_of_appetite
hepatitis_b,itching,fatigue,lethargy,yellowish_skin,dark_urine,loss_of_appetite
hepatitis_b,fatigue,lethargy,yellowish_skin,dark_urine,loss_of_appetite,abdominal_pain
hepatitis_b,itching,lethargy,yellowish_skin,dark_urine,loss_of_appetite,abdominal_pain
hepatitis_b,itching,fatigue,yellowish_skin,dark_urine,loss_of_appetite,abdominal_pain
hepatitis_b,itching,fatigue,lethargy,dark_urine,loss_of_appetite,abdominal_pain
hepatitis_b,itching,fatigue,lethargy,yellowish_skin,loss_of_appetite,abdominal_pain
hepatitis_b,itching,fatigue,lethargy,yellowish_skin,dark_urine,abdominal_pain
hepatitis_b,itching,fatigue,lethargy,yellowish_skin,dark_urine,loss_of_appetite
hepatitis_b,itching,fatigue,lethargy,yellowish_skin,dark_urine,loss_of_appetite
hepatitis_c,fatigue,yellowish_skin,nausea,loss_of_appetite,family_history,unknown
hepatitis_c,fatigue,yellowish_skin,nausea,loss_of_appetite,yellowing_of_eyes,family_history
hepatitis_c,yellowish_skin,nausea,loss_of_appetite,yellowing_of_eyes,family_history,unknown
hepatitis_c,fatigue,nausea,loss_of_appetite,yellowing_of_eyes,family_history,unknown
hepatitis_c,fatigue,yellowish_skin,loss_of_appetite,yellowing_of_eyes,family_history,unknown
hepatitis_c,fatigue,yellowish_skin,nausea,yellowing_of_eyes,family_history,unknown
hepatitis_c,fatigue,yellowish_skin,nausea,loss_of_appetite,family_history,unknown
hepatitis_c,fatigue,yellowish_skin,nausea,loss_of_appetite,yellowing_of_eyes,unknown
hepatitis_c,fatigue,yellowish_skin,nausea,loss_of_appetite,yellowing_of_eyes,family_history
hepatitis_c,fatigue,yellowish_skin,nausea,loss_of_appetite,yellowing_of_eyes,family_history
hepatitis_d,joint_pain,vomiting,fatigue,yellowish_skin,dark_urine,nausea
hepatitis_d,vomiting,fatigue,yellowish_skin,dark_urine,nausea,loss_of_appetite
hepatitis_d,joint_pain,fatigue,yellowish_skin,dark_urine,nausea,loss_of_appetite
hepatitis_d,joint_pain,vomiting,yellowish_skin,dark_urine,nausea,loss_of_appetite
hepatitis_d,joint_pain,vomiting,fatigue,dark_urine,nausea,loss_of_appetite
hepatitis_d,joint_pain,vomiting,fatigue,yellowish_skin,nausea,loss_of_appetite
hepatitis_d,joint_pain,vomiting,fatigue,yellowish_skin,dark_urine,loss_of_appetite
hepatitis_d,joint_pain,vomiting,fatigue,yellowish_skin,dark_urine,nausea
hepatitis_d,joint_pain,vomiting,fatigue,yellowish_skin,dark_urine,nausea
hepatitis_d,joint_pain,vomiting,fatigue,yellowish_skin,dark_urine,nausea
hepatitis_e,joint_pain,vomiting,fatigue,high_fever,yellowish_skin,dark_urine
hepatitis_e,joint_pain,vomiting,fatigue,high_fever,yellowish_skin,dark_urine
hepatitis_e,joint_pain,vomiting,fatigue,high_fever,yellowish_skin,dark_urine
hepatitis_e,vomiting,fatigue,high_fever,yellowish_skin,dark_urine,nausea
hepatitis_e,joint_pain,fatigue,high_fever,yellowish_skin,dark_urine,nausea
hepatitis_e,joint_pain,vomiting,high_fever,yellowish_skin,dark_urine,nausea
hepatitis_e,joint_pain,vomiting,fatigue,yellowish_skin,dark_urine,nausea
hepatitis_e,joint_pain,vomiting,fatigue,high_fever,dark_urine,nausea
hepatitis_e,joint_pain,vomiting,fatigue,high_fever,yellowish_skin,nausea
hepatitis_e,joint_pain,vomiting,fatigue,high_fever,yellowish_skin,dark_urine
alcoholic_hepatitis,vomiting,yellowish_skin,abdominal_pain,swelling_of_stomach,distention_of_abdomen,history_of_alcohol_consumption
alcoholic_hepatitis,vomiting,yellowish_skin,abdominal_pain,swelling_of_stomach,distention_of_abdomen,history_of_alcohol_consumption
alcoholic_hepatitis,yellowish_skin,abdominal_pain,swelling_of_stomach,distention_of_abdomen,history_of_alcohol_consumption,fluid_overload
alcoholic_hepatitis,vomiting,abdominal_pain,swelling_of_stomach,distention_of_abdomen,history_of_alcohol_consumption,fluid_overload
alcoholic_hepatitis,vomiting,yellowish_skin,swelling_of_stomach,distention_of_abdomen,history_of_alcohol_consumption,fluid_overload
alcoholic_hepatitis,vomiting,yellowish_skin,abdominal_pain,distention_of_abdomen,history_of_alcohol_consumption,fluid_overload
alcoholic_hepatitis,vomiting,yellowish_skin,abdominal_pain,swelling_of_stomach,history_of_alcohol_consumption,fluid_overload
alcoholic_hepatitis,vomiting,yellowish_skin,abdominal_pain,swelling_of_stomach,distention_of_abdomen,fluid_overload
alcoholic_hepatitis,vomiting,yellowish_skin,abdominal_pain,swelling_of_stomach,distention_of_abdomen,history_of_alcohol_consumption
alcoholic_hepatitis,vomiting,yellowish_skin,abdominal_pain,swelling_of_stomach,distention_of_abdomen,history_of_alcohol_consumption
tuberculosis,chills,vomiting,fatigue,weight_loss,cough,high_fever
tuberculosis,chills,vomiting,fatigue,weight_loss,cough,high_fever
tuberculosis,vomiting,fatigue,weight_loss,cough,high_fever,breathlessness
tuberculosis,chills,fatigue,weight_loss,cough,high_fever,breathlessness
tuberculosis,chills,vomiting,weight_loss,cough,high_fever,breathlessness
tuberculosis,chills,vomiting,fatigue,cough,high_fever,breathlessness
tuberculosis,chills,vomiting,fatigue,weight_loss,high_fever,breathlessness
tuberculosis,chills,vomiting,fatigue,weight_loss,cough,breathlessness
tuberculosis,chills,vomiting,fatigue,weight_loss,cough,high_fever
tuberculosis,chills,vomiting,fatigue,weight_loss,cough,high_fever
common_cold,continuous_sneezing,chills,fatigue,cough,high_fever,headache
common_cold,continuous_sneezing,chills,fatigue,cough,high_fever,headache
common_cold,chills,fatigue,cough,high_fever,headache,swelled_lymph_nodes
common_cold,continuous_sneezing,fatigue,cough,high_fever,headache,swelled_lymph_nodes
common_cold,continuous_sneezing,chills,cough,high_fever,headache,swelled_lymph_nodes
common_cold,continuous_sneezing,chills,fatigue,high_fever,headache,swelled_lymph_nodes
common_cold,continuous_sneezing,chills,fatigue,cough,headache,swelled_lymph_nodes
common_cold,continuous_sneezing,chills,fatigue,cough,high_fever,swelled_lymph_nodes
common_cold,continuous_sneezing,chills,fatigue,cough,high_fever,headache
common_cold,continuous_sneezing,chills,fatigue,cough,high_fever,headache
pneumonia,chills,fatigue,cough,high_fever,breathlessness,sweating
pneumonia,chills,fatigue,cough,high_fever,breathlessness,sweating
pneumonia,chills,fatigue,cough,high_fever,breathlessness,sweating
pneumonia,fatigue,cough,high_fever,breathlessness,sweating,malaise
pneumonia,chills,cough,high_fever,breathlessness,sweating,malaise
pneumonia,chills,fatigue,high_fever,breathlessness,sweating,malaise
pneumonia,chills,fatigue,cough,breathlessness,sweating,malaise
pneumonia,chills,fatigue,cough,high_fever,sweating,malaise
pneumonia,chills,fatigue,cough,high_fever,breathlessness,malaise
pneumonia,chills,fatigue,cough,high_fever,breathlessness,sweating
dimorphic_hemmorhoids(piles),constipation,pain_during_bowel_movements,pain_in_anal_region,bloody_stool,irritation_in_anus,unknown
dimorphic_hemmorhoids(piles),constipation,pain_during_bowel_movements,pain_in_anal_region,bloody_stool,irritation_in_anus,unknown
dimorphic_hemmorhoids(piles),constipation,pain_during_bowel_movements,pain_in_anal_region,bloody_stool,irritation_in_anus,unknown
dimorphic_hemmorhoids(piles),pain_during_bowel_movements,pain_in_anal_region,bloody_stool,irritation_in_anus,unknown,unknown
dimorphic_hemmorhoids(piles),constipation,pain_in_anal_region,bloody_stool,irritation_in_anus,unknown,unknown
dimorphic_hemmorhoids(piles),constipation,pain_during_bowel_movements,bloody_stool,irritation_in_anus,unknown,unknown
dimorphic_hemmorhoids(piles),constipation,pain_during_bowel_movements,pain_in_anal_region,irritation_in_anus,unknown,unknown
dimorphic_hemmorhoids(piles),constipation,pain_during_bowel_movements,pain_in_anal_region,bloody_stool,unknown,unknown
dimorphic_hemmorhoids(piles),constipation,pain_during_bowel_movements,pain_in_anal_region,bloody_stool,irritation_in_anus,unknown
dimorphic_hemmorhoids(piles),constipation,pain_during_bowel_movements,pain_in_anal_region,bloody_stool,irritation_in_anus,unknown
heart_attack,vomiting,breathlessness,sweating,chest_pain,unknown,unknown
heart_attack,vomiting,breathlessness,sweating,chest_pain,unknown,unknown
heart_attack,breathlessness,sweating,chest_pain,unknown,unknown,unknown
heart_attack,vomiting,sweating,chest_pain,unknown,unknown,unknown
heart_attack,vomiting,breathlessness,chest_pain,unknown,unknown,unknown
heart_attack,vomiting,breathlessness,sweating,unknown,unknown,unknown
heart_attack,vomiting,breathlessness,sweating,chest_pain,unknown,unknown
heart_attack,breathlessness,sweating,chest_pain,unknown,unknown,unknown
heart_attack,vomiting,sweating,chest_pain,unknown,unknown,unknown
heart_attack,vomiting,breathlessness,chest_pain,unknown,unknown,unknown
varicose_veins,fatigue,cramps,bruising,obesity,swollen_legs,swollen_blood_vessels
varicose_veins,fatigue,cramps,bruising,obesity,swollen_legs,swollen_blood_vessels
varicose_veins,cramps,bruising,obesity,swollen_legs,swollen_blood_vessels,prominent_veins_on_calf
varicose_veins,fatigue,bruising,obesity,swollen_legs,swollen_blood_vessels,prominent_veins_on_calf
varicose_veins,fatigue,cramps,obesity,swollen_legs,swollen_blood_vessels,prominent_veins_on_calf
varicose_veins,fatigue,cramps,bruising,swollen_legs,swollen_blood_vessels,prominent_veins_on_calf
varicose_veins,fatigue,cramps,bruising,obesity,swollen_blood_vessels,prominent_veins_on_calf
varicose_veins,fatigue,cramps,bruising,obesity,swollen_legs,prominent_veins_on_calf
varicose_veins,fatigue,cramps,bruising,obesity,swollen_legs,swollen_blood_vessels
varicose_veins,fatigue,cramps,bruising,obesity,swollen_legs,prominent_veins_on_calf
hypothyroidism,fatigue,weight_gain,cold_hands_and_feets,mood_swings,lethargy,dizziness
hypothyroidism,fatigue,weight_gain,cold_hands_and_feets,mood_swings,lethargy,dizziness
hypothyroidism,weight_gain,cold_hands_and_feets,mood_swings,lethargy,dizziness,puffy_face_and_eyes
hypothyroidism,weight_gain,cold_hands_and_feets,mood_swings,lethargy,dizziness,puffy_face_and_eyes
hypothyroidism,fatigue,cold_hands_and_feets,mood_swings,lethargy,dizziness,puffy_face_and_eyes
hypothyroidism,fatigue,weight_gain,mood_swings,lethargy,dizziness,puffy_face_and_eyes
hypothyroidism,fatigue,weight_gain,cold_hands_and_feets,lethargy,dizziness,puffy_face_and_eyes
hypothyroidism,fatigue,weight_gain,cold_hands_and_feets,mood_swings,dizziness,puffy_face_and_eyes
hypothyroidism,fatigue,weight_gain,cold_hands_and_feets,mood_swings,lethargy,puffy_face_and_eyes
hypothyroidism,fatigue,weight_gain,cold_hands_and_feets,mood_swings,lethargy,dizziness
hyperthyroidism,fatigue,mood_swings,weight_loss,restlessness,sweating,diarrhoea
hyperthyroidism,fatigue,mood_swings,weight_loss,restlessness,sweating,diarrhoea
hyperthyroidism,mood_swings,weight_loss,restlessness,sweating,diarrhoea,fast_heart_rate
hyperthyroidism,fatigue,weight_loss,restlessness,sweating,diarrhoea,fast_heart_rate
hyperthyroidism,fatigue,mood_swings,restlessness,sweating,diarrhoea,fast_heart_rate
hyperthyroidism,fatigue,mood_swings,weight_loss,sweating,diarrhoea,fast_heart_rate
hyperthyroidism,fatigue,mood_swings,weight_loss,restlessness,diarrhoea,fast_heart_rate
hyperthyroidism,fatigue,mood_swings,weight_loss,restlessness,sweating,fast_heart_rate
hyperthyroidism,fatigue,mood_swings,weight_loss,restlessness,sweating,diarrhoea
hyperthyroidism,fatigue,mood_swings,weight_loss,restlessness,sweating,diarrhoea
hypoglycemia,vomiting,fatigue,anxiety,sweating,headache,nausea
hypoglycemia,vomiting,fatigue,anxiety,sweating,headache,nausea
hypoglycemia,vomiting,fatigue,anxiety,sweating,headache,nausea
hypoglycemia,fatigue,anxiety,sweating,headache,nausea,blurred_and_distorted_vision
hypoglycemia,vomiting,anxiety,sweating,headache,nausea,blurred_and_distorted_vision
hypoglycemia,vomiting,fatigue,sweating,headache,nausea,blurred_and_distorted_vision
hypoglycemia,vomiting,fatigue,anxiety,headache,nausea,blurred_and_distorted_vision
hypoglycemia,vomiting,fatigue,anxiety,sweating,nausea,blurred_and_distorted_vision
hypoglycemia,vomiting,fatigue,anxiety,sweating,headache,blurred_and_distorted_vision
hypoglycemia,vomiting,fatigue,anxiety,sweating,headache,nausea
osteoarthristis,joint_pain,neck_pain,knee_pain,hip_joint_pain,swelling_joints,painful_walking
osteoarthristis,joint_pain,neck_pain,knee_pain,hip_joint_pain,swelling_joints,painful_walking
osteoarthristis,neck_pain,knee_pain,hip_joint_pain,swelling_joints,painful_walking,unknown
osteoarthristis,joint_pain,knee_pain,hip_joint_pain,swelling_joints,painful_walking,unknown
osteoarthristis,joint_pain,neck_pain,hip_joint_pain,swelling_joints,painful_walking,unknown
osteoarthristis,joint_pain,neck_pain,knee_pain,swelling_joints,painful_walking,unknown
osteoarthristis,joint_pain,neck_pain,knee_pain,hip_joint_pain,painful_walking,unknown
osteoarthristis,joint_pain,neck_pain,knee_pain,hip_joint_pain,swelling_joints,unknown
osteoarthristis,joint_pain,neck_pain,knee_pain,hip_joint_pain,swelling_joints,painful_walking
osteoarthristis,joint_pain,neck_pain,knee_pain,hip_joint_pain,swelling_joints,painful_walking
arthritis,muscle_weakness,stiff_neck,swelling_joints,movement_stiffness,painful_walking,unknown
arthritis,muscle_weakness,stiff_neck,swelling_joints,movement_stiffness,painful_walking,unknown
arthritis,stiff_neck,swelling_joints,movement_stiffness,painful_walking,unknown,unknown
arthritis,muscle_weakness,swelling_joints,movement_stiffness,painful_walking,unknown,unknown
arthritis,muscle_weakness,stiff_neck,movement_stiffness,painful_walking,unknown,unknown
arthritis,muscle_weakness,stiff_neck,swelling_joints,painful_walking,unknown,unknown
arthritis,muscle_weakness,stiff_neck,swelling_joints,movement_stiffness,painful_walking,unknown
arthritis,muscle_weakness,stiff_neck,swelling_joints,movement_stiffness,unknown,unknown
arthritis,muscle_weakness,stiff_neck,swelling_joints,movement_stiffness,painful_walking,unknown
arthritis,muscle_weakness,stiff_neck,swelling_joints,movement_stiffness,painful_walking,unknown
(vertigo)_paroymsal_positional_vertigo,vomiting,headache,nausea,spinning_movements,loss_of_balance,unsteadiness
(vertigo)_paroymsal_positional_vertigo,vomiting,headache,nausea,spinning_movements,loss_of_balance,unsteadiness
(vertigo)_paroymsal_positional_vertigo,headache,nausea,spinning_movements,loss_of_balance,unsteadiness,unknown
(vertigo)_paroymsal_positional_vertigo,vomiting,nausea,spinning_movements,loss_of_balance,unsteadiness,unknown
(vertigo)_paroymsal_positional_vertigo,vomiting,headache,spinning_movements,loss_of_balance,unsteadiness,unknown
(vertigo)_paroymsal_positional_vertigo,vomiting,headache,nausea,loss_of_balance,unsteadiness,unknown
(vertigo)_paroymsal_positional_vertigo,vomiting,headache,nausea,spinning_movements,unsteadiness,unknown
(vertigo)_paroymsal_positional_vertigo,vomiting,headache,nausea,spinning_movements,loss_of_balance,unknown
(vertigo)_paroymsal_positional_vertigo,vomiting,headache,nausea,spinning_movements,loss_of_balance,unsteadiness
(vertigo)_paroymsal_positional_vertigo,vomiting,headache,nausea,loss_of_balance,unsteadiness,unknown
acne,skin_rash,pus_filled_pimples,blackheads,scurring,unknown,unknown
acne,skin_rash,pus_filled_pimples,blackheads,scurring,unknown,unknown
acne,pus_filled_pimples,blackheads,scurring,unknown,unknown,unknown
acne,skin_rash,blackheads,scurring,unknown,unknown,unknown
acne,skin_rash,pus_filled_pimples,scurring,unknown,unknown,unknown
acne,skin_rash,pus_filled_pimples,blackheads,unknown,unknown,unknown
acne,skin_rash,pus_filled_pimples,blackheads,scurring,unknown,unknown
acne,skin_rash,pus_filled_pimples,blackheads,unknown,unknown,unknown
acne,skin_rash,pus_filled_pimples,scurring,unknown,unknown,unknown
acne,skin_rash,blackheads,scurring,unknown,unknown,unknown
urinary_tract_infection,burning_micturition,bladder_discomfort,foul_smell_of_urine,continuous_feel_of_urine,unknown,unknown
urinary_tract_infection,burning_micturition,bladder_discomfort,foul_smell_of_urine,continuous_feel_of_urine,unknown,unknown
urinary_tract_infection,bladder_discomfort,foul_smell_of_urine,continuous_feel_of_urine,unknown,unknown,unknown
urinary_tract_infection,burning_micturition,foul_smell_of_urine,continuous_feel_of_urine,unknown,unknown,unknown
urinary_tract_infection,burning_micturition,bladder_discomfort,continuous_feel_of_urine,unknown,unknown,unknown
urinary_tract_infection,burning_micturition,bladder_discomfort,foul_smell_of_urine,unknown,unknown,unknown
urinary_tract_infection,burning_micturition,bladder_discomfort,foul_smell_of_urine,continuous_feel_of_urine,unknown,unknown
urinary_tract_infection,burning_micturition,bladder_discomfort,continuous_feel_of_urine,unknown,unknown,unknown
urinary_tract_infection,bladder_discomfort,foul_smell_of_urine,continuous_feel_of_urine,unknown,unknown,unknown
urinary_tract_infection,burning_micturition,bladder_discomfort,continuous_feel_of_urine,unknown,unknown,unknown
psoriasis,skin_rash,joint_pain,skin_peeling,silver_like_dusting,small_dents_in_nails,inflammatory_nails
psoriasis,skin_rash,joint_pain,skin_peeling,silver_like_dusting,small_dents_in_nails,inflammatory_nails
psoriasis,joint_pain,skin_peeling,silver_like_dusting,small_dents_in_nails,inflammatory_nails,unknown
psoriasis,skin_rash,skin_peeling,silver_like_dusting,small_dents_in_nails,inflammatory_nails,unknown
psoriasis,skin_rash,joint_pain,silver_like_dusting,small_dents_in_nails,inflammatory_nails,unknown
psoriasis,skin_rash,joint_pain,skin_peeling,small_dents_in_nails,inflammatory_nails,unknown
psoriasis,skin_rash,joint_pain,skin_peeling,silver_like_dusting,inflammatory_nails,unknown
psoriasis,skin_rash,joint_pain,skin_peeling,silver_like_dusting,small_dents_in_nails,unknown
psoriasis,skin_rash,joint_pain,skin_peeling,silver_like_dusting,small_dents_in_nails,inflammatory_nails
psoriasis,skin_rash,joint_pain,skin_peeling,silver_like_dusting,small_dents_in_nails,inflammatory_nails
impetigo,skin_rash,high_fever,blister,red_sore_around_nose,yellow_crust_ooze,unknown
impetigo,skin_rash,high_fever,blister,red_sore_around_nose,yellow_crust_ooze,unknown
impetigo,high_fever,blister,red_sore_around_nose,yellow_crust_ooze,unknown,unknown
impetigo,skin_rash,blister,red_sore_around_nose,yellow_crust_ooze,unknown,unknown
impetigo,skin_rash,blister,red_sore_around_nose,yellow_crust_ooze,unknown,unknown
impetigo,skin_rash,high_fever,red_sore_around_nose,yellow_crust_ooze,unknown,unknown
impetigo,skin_rash,high_fever,blister,yellow_crust_ooze,unknown,unknown
impetigo,skin_rash,high_fever,blister,red_sore_around_nose,unknown,unknown
impetigo,skin_rash,high_fever,blister,red_sore_around_nose,yellow_crust_ooze,unknown
impetigo,skin_rash,blister,red_sore_around_nose,yellow_crust_ooze,unknown,unknown
fungal_infection,itching,skin_rash,nodal_skin_eruptions,dischromic_patches,unknown,unknown
fungal_infection,skin_rash,nodal_skin_eruptions,dischromic_patches,unknown,unknown,unknown
fungal_infection,itching,nodal_skin_eruptions,dischromic_patches,unknown,unknown,unknown
fungal_infection,itching,skin_rash,dischromic_patches,unknown,unknown,unknown
fungal_infection,itching,skin_rash,nodal_skin_eruptions,unknown,unknown,unknown
fungal_infection,skin_rash,nodal_skin_eruptions,dischromic_patches,unknown,unknown,unknown
fungal_infection,itching,nodal_skin_eruptions,dischromic_patches,unknown,unknown,unknown
fungal_infection,itching,skin_rash,dischromic_patches,unknown,unknown,unknown
fungal_infection,itching,skin_rash,nodal_skin_eruptions,unknown,unknown,unknown
fungal_infection,itching,skin_rash,nodal_skin_eruptions,dischromic_patches,unknown,unknown
allergy,continuous_sneezing,shivering,chills,watering_from_eyes,unknown,unknown
allergy,shivering,chills,watering_from_eyes,unknown,unknown,unknown
allergy,continuous_sneezing,chills,watering_from_eyes,unknown,unknown,unknown
allergy,continuous_sneezing,shivering,watering_from_eyes,unknown,unknown,unknown
allergy,continuous_sneezing,shivering,chills,unknown,unknown,unknown
allergy,shivering,chills,watering_from_eyes,unknown,unknown,unknown
allergy,continuous_sneezing,chills,watering_from_eyes,unknown,unknown,unknown
allergy,continuous_sneezing,shivering,watering_from_eyes,unknown,unknown,unknown
allergy,continuous_sneezing,shivering,chills,unknown,unknown,unknown
allergy,continuous_sneezing,shivering,chills,watering_from_eyes,unknown,unknown
gerd,stomach_pain,acidity,ulcers_on_tongue,vomiting,cough,chest_pain
gerd,stomach_pain,ulcers_on_tongue,vomiting,cough,chest_pain,unknown
gerd,stomach_pain,acidity,vomiting,cough,chest_pain,unknown
gerd,stomach_pain,acidity,ulcers_on_tongue,cough,chest_pain,unknown
gerd,stomach_pain,acidity,ulcers_on_tongue,vomiting,chest_pain,unknown
gerd,stomach_pain,acidity,ulcers_on_tongue,vomiting,cough,unknown
gerd,acidity,ulcers_on_tongue,vomiting,cough,chest_pain,unknown
gerd,stomach_pain,ulcers_on_tongue,vomiting,cough,chest_pain,unknown
gerd,stomach_pain,acidity,vomiting,cough,chest_pain,unknown
gerd,stomach_pain,acidity,ulcers_on_tongue,cough,chest_pain,unknown
chronic_cholestasis,itching,vomiting,yellowish_skin,nausea,loss_of_appetite,abdominal_pain
chronic_cholestasis,vomiting,yellowish_skin,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes
chronic_cholestasis,itching,yellowish_skin,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes
chronic_cholestasis,itching,vomiting,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes
chronic_cholestasis,itching,vomiting,yellowish_skin,loss_of_appetite,abdominal_pain,yellowing_of_eyes
chronic_cholestasis,itching,vomiting,yellowish_skin,nausea,abdominal_pain,yellowing_of_eyes
chronic_cholestasis,itching,vomiting,yellowish_skin,nausea,loss_of_appetite,yellowing_of_eyes
chronic_cholestasis,itching,vomiting,yellowish_skin,nausea,loss_of_appetite,abdominal_pain
chronic_cholestasis,itching,vomiting,yellowish_skin,nausea,loss_of_appetite,abdominal_pain
chronic_cholestasis,itching,vomiting,yellowish_skin,nausea,loss_of_appetite,abdominal_pain
drug_reaction,itching,skin_rash,stomach_pain,burning_micturition,spotting_urination,unknown
drug_reaction,itching,stomach_pain,burning_micturition,spotting_urination,unknown,unknown
drug_reaction,itching,skin_rash,burning_micturition,spotting_urination,unknown,unknown
drug_reaction,itching,skin_rash,stomach_pain,spotting_urination,unknown,unknown
drug_reaction,itching,skin_rash,stomach_pain,burning_micturition,unknown,unknown
drug_reaction,skin_rash,stomach_pain,burning_micturition,spotting_urination,unknown,unknown
drug_reaction,itching,stomach_pain,burning_micturition,spotting_urination,unknown,unknown
drug_reaction,itching,skin_rash,burning_micturition,spotting_urination,unknown,unknown
drug_reaction,itching,skin_rash,stomach_pain,spotting_urination,unknown,unknown
drug_reaction,itching,skin_rash,stomach_pain,burning_micturition,unknown,unknown
peptic_ulcer_diseae,vomiting,loss_of_appetite,abdominal_pain,passage_of_gases,internal_itching,unknown
peptic_ulcer_diseae,vomiting,indigestion,abdominal_pain,passage_of_gases,internal_itching,unknown
peptic_ulcer_diseae,indigestion,loss_of_appetite,abdominal_pain,passage_of_gases,internal_itching,unknown
peptic_ulcer_diseae,vomiting,loss_of_appetite,abdominal_pain,passage_of_gases,internal_itching,unknown
peptic_ulcer_diseae,vomiting,indigestion,abdominal_pain,passage_of_gases,internal_itching,unknown
peptic_ulcer_diseae,vomiting,indigestion,loss_of_appetite,passage_of_gases,internal_itching,unknown
peptic_ulcer_diseae,vomiting,indigestion,loss_of_appetite,abdominal_pain,internal_itching,unknown
peptic_ulcer_diseae,vomiting,indigestion,loss_of_appetite,abdominal_pain,passage_of_gases,unknown
peptic_ulcer_diseae,vomiting,indigestion,loss_of_appetite,abdominal_pain,passage_of_gases,internal_itching
peptic_ulcer_diseae,vomiting,indigestion,loss_of_appetite,abdominal_pain,passage_of_gases,internal_itching
aids,muscle_wasting,patches_in_throat,high_fever,extra_marital_contacts,unknown,unknown
aids,patches_in_throat,high_fever,extra_marital_contacts,unknown,unknown,unknown
aids,muscle_wasting,high_fever,extra_marital_contacts,unknown,unknown,unknown
